Zeitraum Start	Zeitraum Ende	OhdAb	Vorkommen	Normvarianten	Zunft	Gewerbe	Kommentare	Column 1	Column 2	Column 3	Column 4	Column 5	Column 6	Column 7	Column 8	Column 9	Column 10	Column 11	Column 12	Column 13	Column 14	Column 15	Column 16	Column 17	Column 18	Column 19	Column 20
1400	1700	https://database.factgrid.de/wiki/Item:Q695165	3	Lehrmeister																							
1400	1700	https://database.factgrid.de/wiki/Item:Q698672	3	kerzenmacher																							
1400	1700	Q674753	2	Maurerknecht																							
1400	1700	https://database.factgrid.de/wiki/Item:Q684192	2	papierhändler																							
1400	1700	https://database.factgrid.de/wiki/Item:Q690167	2	bettelvogt																							
1400	1700	https://database.factgrid.de/wiki/Item:Q661324	2	kistenmacher																							
1400	1700	#bruchschneider	2	bruchschneider																							
1400	1700	https://database.factgrid.de/wiki/Item:Q672273	2	sohlenschneider																							
1400	1700	#pastor	2	pastor																							
1400	1700	https://database.factgrid.de/wiki/Item:Q671506	2	hosenmacher																							
1400	1700	#eingiesser	2	eingiesser																							
1400	1700	https://database.factgrid.de/wiki/Item:Q690012	2	landvogt																							
1400	1700	https://database.factgrid.de/wiki/Item:Q672965	2	müllerknecht																							
1400	1700	#gewandschmied	2	gewandschmied																							
1400	1700	https://database.factgrid.de/wiki/Item:Q658220	2	holzmann																							
1400	1700	https://database.factgrid.de/wiki/Item:Q684756	2	fischmacher																							
1400	1700	https://database.factgrid.de/wiki/Item:Q698606	2	drechsler																							
1400	1700	https://database.factgrid.de/wiki/Item:Q699494	2	orgelmacher																							
1400	1700	#ratsredner	2	ratsredner																							
1400	1700	https://database.factgrid.de/wiki/Item:Q666787	2	schlossermeister																							
1400	1700	https://database.factgrid.de/wiki/Item:Q675609	2	flachmaler																							
1400	1700	https://database.factgrid.de/wiki/Item:Q699726	2	trompeter																							
1400	1700	https://database.factgrid.de/wiki/Item:Q658495	2	vogler																							
1400	1700	#augustinerschaffner	2	augustinerschaffner																							
1400	1700	#spiessmacher	2	spiessmacher																							
1400	1700	https://database.factgrid.de/wiki/Item:Q679849	2	rüstmeister																							
1400	1700	https://database.factgrid.de/wiki/Item:Q691672	2	provisor																							
1400	1700	https://database.factgrid.de/wiki/Item:Q674585	2	kartenmacher																							
1400	1700	https://database.factgrid.de/wiki/Item:Q699394	2	lautenmacher																							
1400	1700	https://database.factgrid.de/wiki/Item:Q685653	2	kronenwirt																							
1400	1700	https://database.factgrid.de/wiki/Item:Q699759	2	stadtpfeifer																							
1400	1700	https://database.factgrid.de/wiki/Item:Q670893	2	seidenfärber																							
1400	1700	#biermann	2	biermann																							
1400	1700	https://database.factgrid.de/wiki/Item:Q699136	2	goldarbeiter																							
1400	1700	#spiegler	2	spiegler																							
1400	1700	https://database.factgrid.de/wiki/Item:Q38477	1	Lederkäufer																							
1400	1700	https://database.factgrid.de/wiki/Item:Q650700	1	trommelschläger																							
1400	1700	https://database.factgrid.de/wiki/Item:Q670909	1	wollfärber																							
1400	1700	https://database.factgrid.de/wiki/Item:Q675670	1	gipser																							
1400	1700	https://database.factgrid.de/wiki/Item:Q672068	1	handschuhlismer																							
1400	1700	https://database.factgrid.de/wiki/Item:Q661600	1	bürstenbinder																							
1400	1700	#herbergmeister	1	herbergmeister																							
1400	1700	#brotmeister	1	brotmeister																							
1400	1700	https://database.factgrid.de/wiki/Item:Q672745	1	braumeister																							
1400	1700	#zugknecht	1	zugknecht																							
1400	1700	#fasswäscher	1	fasswäscher																							
1400	1700	#mehlmesser	1	mehlmesser																							
1400	1700	https://database.factgrid.de/wiki/Item:Q659168	1	rektor																							
1400	1700	#briefer	1	briefer																							
1400	1700	https://database.factgrid.de/wiki/Item:Q684771 https://database.factgrid.de/wiki/Item:Q684772 https://database.factgrid.de/wiki/Item:Q683132	1	biermacher																							
1400	1700	#pflegerherr	1	pflegerherr																							
1400	1700	#ballenmeister	1	ballenmeister																							
1400	1700	#konventschwester	1	konventschwester																							
1400	1700	https://database.factgrid.de/wiki/Item:Q661676	1	büchsenschäfter																							
1400	1700	https://database.factgrid.de/wiki/Item:Q665778	1	windenmacher																							
1400	1700	https://database.factgrid.de/wiki/Item:Q683228	1	materialist																							
1400	1700	https://database.factgrid.de/wiki/Item:Q684100	1	gewandhändler																							
1400	1700	https://database.factgrid.de/wiki/Item:Q665884	1	uhrenmacher																							
1400	1700	https://database.factgrid.de/wiki/Item:Q670841 https://database.factgrid.de/wiki/Item:Q662048	1	bleicher																							
1400	1700	https://database.factgrid.de/wiki/Item:Q672576	1	biersieder																							
1400	1700	#steinschmieder	1	steinschmieder																							
1400	1700	https://database.factgrid.de/wiki/Item:Q694686	1	kirchenpfleger																							
1400	1700	https://database.factgrid.de/wiki/Item:Q684780	1	habermelber																							
1400	1700	https://database.factgrid.de/wiki/Item:Q663646	1	nagelschmied																							
1400	1700	https://database.factgrid.de/wiki/Item:Q689884	1	hofschreiber																							
1400	1700	https://database.factgrid.de/wiki/Item:Q694508	1	Laienbruder																							
1400	1700	https://database.factgrid.de/wiki/Item:Q659860	1	salzverwalter																							
1400	1700	https://database.factgrid.de/wiki/Item:Q694281	1	Theologe																							
1400	1700	https://database.factgrid.de/wiki/Item:Q661617	1	korbmacher																							
1400	1700	https://database.factgrid.de/wiki/Item:Q38816	1	Burgvogt																							
1400	1700	https://database.factgrid.de/wiki/Item:Q673143	1	zuckerbeck																							
1400	1700	https://database.factgrid.de/wiki/Item:Q657687	1	rossbereiter																							
1400	1700	https://database.factgrid.de/wiki/Item:Q162694	1	Feldtrompeter																							
1400	1700	https://database.factgrid.de/wiki/Item:Q688894	1	Doktor des Rechts																							
1400	1700	https://database.factgrid.de/wiki/Item:Q691615	1	pfalzgraf																							
1400	1700	#gewerbsmann	1	gewerbsmann																							
1400	1700	https://database.factgrid.de/wiki/Item:Q657292	1	viehtreiber																							
1400	1700	https://database.factgrid.de/wiki/Item:Q691169	1	reichsvogt																							
1400	1700	https://database.factgrid.de/wiki/Item:Q684679	1	backwarenhändler																							
1400	1700	#weber	318	weber	Weber	Textil																					
1400	1700	#hafner	103	hafner	Spinnwettern	Steine																					
1400	1700	#gebrüder	38	gebrüder																							
1400	1700	#unterkäufer	33	unterkäufer																							
1400	1700	#kaufhausschreiber	32	kaufhausschreiber	Freie Berufe	Schreiber																					
1400	1700	#käufer	20	käufer																							
1400	1700	#stadtsöldner	16	stadtsöldner	Andere	Militär																					
1400	1700	#Bläser	12	Bläser																							
1400	1700	#bruder	12	bruder																							
1400	1700	#bürger	11	bürger																							
1400	1700	#beisitzer	10	beisitzer																							
1400	1700	#flegler	10	flegler																							
1400	1700	#Sergenweber	9	Sergenweber																							
1400	1700	#Käufer	9	Käufer																							
1400	1700	#gastgeber	8	gastgeber																							
1400	1700	#Bürger	7	Bürger																							
1400	1700	#freier	7	freier																							
1400	1700	#Kaplan Und Baumeister	6	Kaplan Und Baumeister	Freie Berufe	Geistliche																					
1400	1700	#Stadtbote	6	Stadtbote	Verwaltung	Boten																					
1400	1700	#Student	6	Student																							
1400	1700	#verkäufer	5	verkäufer																							
1400	1700	#schaffner des predigerklosters	5	schaffner des predigerklosters	Verwaltung	Verwaltung																					
1400	1700	#sohn	5	sohn																							
1400	1700	#Weinsticher	5	Weinsticher	Weinleuten	Handel																					
1400	1700	#Unterkäufer	5	Unterkäufer																							
1400	1700	#Gold-Münzmeister	4	Gold-Münzmeister	Hausgenossen	Metall																					
1400	1700	#Läufer	4	Läufer																							
1400	1700	#Presenzer	4	Presenzer																							
1400	1700	#Stiftherr	4	Stiftherr	Freie Berufe	Geistliche																					
1400	1700	#Ratsherr	4	Ratsherr	Politisches Amt	Politisches Amt																					
1400	1700	#Burgmeister	4	Burgmeister	Politisches Amt	Politisches Amt																					
1400	1700	#Bischofshof-Notar	4	Bischofshof-Notar	Freie Berufe	Gelehrte																					
